year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2004,3,1,46.6 B,Gates,William,Bill Gates,1955-10-28,48,Male,United States,United States,Medina,,['Technology'],,,False,Increased
2004,3,2,42.9 B,,,Warren Buffett,,73,,United States,United States,Omaha,,['Investments'],,,,
2004,3,3,23.0 B,,,Karl Albrecht,,84,,Germany,Germany,Donaueschingen,,['Retail'],,,,
2004,3,4,21.5 B,,,Prince Alwaleed Bin Talal Alsaud,,47,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2004,3,5,21.0 B,Allen,Paul,Paul Allen,1953-01-21,51,Male,United States,United States,Mercer Island,,['Technology'],,,False,Increased
2004,3,6,20.0 B,,,Alice Walton,,55,,United States,United States,Fort Worth,,['Retail'],,,,
2004,3,6,20.0 B,,,Jim Walton,,56,,United States,United States,Bentonville,,['Retail'],,,,
2004,3,6,20.0 B,,,S. Robson Walton,,60,,United States,United States,Bentonville,,['Retail'],,,,
2004,3,11,18.8 B,,,Liliane Bettencourt,,81,,France,France,Paris,,['Manufacturing'],,,,
2004,3,12,18.7 B,,,Lawrence Ellison,,59,,United States,United States,Redwood Shores,,['Software'],,,,
2004,3,13,18.5 B,,,Ingvar Kamprad & family,,77,,Sweden,Switzerland,Lausanne,,['Retail'],,,,
2004,3,17,13.9 B,,,Carlos Slim Helu & family,,64,,Mexico,Mexico,Mexico City,,,,,,
2004,3,18,13.0 B,,,Michael Dell,,39,,United States,United States,Round Rock,,,,,,
2004,3,19,12.4 B,Ballmer,Steven,Steve Ballmer,1956-03-24,47,Male,United States,United States,Hunts Point,,['Technology'],,,False,Increased
2004,3,19,12.4 B,,,Ka-shing Li,,75,,Hong Kong,Hong Kong,Hong Kong,,,,,,
2004,3,21,12.2 B,,,Bernard Arnault,,55,,France,France,Paris,,,,,,
2004,3,22,11.4 B,,,Kwok family,,0,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2004,3,23,11.2 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,84,Female,United States,United States,Atlanta,,['Media'],,,False,Increased
2004,3,25,10.6 B,,,Roman Abramovich,,37,,Russia,Russia,Anadyr,,['Oil'],,,,
2004,3,27,10.4 B,,,Forrest Mars,,72,,United States,United States,McLean,,['Food'],,,,
2004,3,27,10.4 B,,,Jacqueline Mars,,65,,United States,United States,Bedminster,,['Food'],,,,
2004,3,27,10.4 B,,,John Mars,,67,,United States,United States,Arlington,,['Food'],,,,
2004,3,30,10.0 B,,,Silvio Berlusconi & family,,67,,Italy,Italy,North of Milan,,['Media'],,,,
2004,3,31,9.8 B,,,Abigail Johnson,,42,,United States,United States,Boston,,['Finance'],,,,
2004,3,32,9.3 B,,,Birgit Rausing & family,,80,,Sweden,Switzerland,,,['Manufacturing'],,,,
2004,3,33,9.2 B,,,Amancio Ortega,,68,,Spain,Spain,La Coruna,,['Apparel'],,,,
2004,3,34,9.1 B,Ergen,Charles,Charles Ergen,1953-03-01,51,Male,United States,United States,Denver,,['Media'],,,False,Increased
2004,3,35,8.9 B,,,Sumner Redstone,,80,,United States,United States,Beverly Hills,,['Media'],,,,
2004,3,36,8.7 B,,,Gerald Cavendish Grosvenor & family,,52,,United Kingdom,United Kingdom,Chester,,['Real Estate'],,,,
2004,3,37,8.6 B,,,Stefan Persson,,56,,Sweden,Sweden,Stockholm,,['Retail'],,,,
2004,3,38,8.5 B,,,Pierre Omidyar,,36,,United States,United States,Henderson,,,,,,
2004,3,39,8.4 B,Al-Kharafi,Nasser,Nasser Al-Kharafi & family,1943-06-17,60,Male,Kuwait,,,,['Diversified'],,,False,Increased
2004,3,40,8.1 B,,,Susanne Klatten,,42,,Germany,Germany,Bad Homburg,,['Pharmaceuticals'],,,,
2004,3,41,8.0 B,,,Michael Otto & family,,60,,Germany,Germany,Hamburg,,['Retail'],,,,
2004,3,41,8.0 B,,,Hans Rausing,,77,,Sweden,United Kingdom,Wadhurst,,['Manufacturing'],,,,
2004,3,43,7.8 B,,,Rupert Murdoch,,73,,United States,United States,New York,,['Media'],,,,
2004,3,44,7.7 B,,,Donald Newhouse,,74,,United States,United States,Somerset County,,['Media'],,,,
2004,3,44,7.7 B,,,Samuel Newhouse,,76,,United States,United States,New York,,['Media'],,,,
2004,3,44,7.7 B,,,Galen Weston & family,,63,,Canada,Canada,Toronto,,['Retail'],,,,
2004,3,47,7.6 B,,,Carl Icahn,,68,,United States,United States,New York,,['Investments'],,,,
2004,3,47,7.6 B,,,Thomas Pritzker,,53,,United States,United States,Chicago,,,,,,
2004,3,51,7.4 B,,,Ernesto Bertarelli & family,,38,,Switzerland,Switzerland,Geneva,,['Pharmaceuticals'],,,,
2004,3,53,7.1 B,Knight,Philip,Phil Knight,1938-02-24,66,Male,United States,United States,Hillsboro,,['Fashion and Retail'],,,False,Increased
2004,3,54,7.0 B,,,George Soros,,73,,United States,United States,Bedford,,['Finance'],,,,
2004,3,55,6.9 B,,,Leonardo Del Vecchio,,68,,Italy,Italy,Milan,,['Manufacturing'],,,,
2004,3,57,6.8 B,,,August von Finck,,73,,Germany,Switzerland,Thurgau,,['Investments'],,,,
2004,3,58,6.7 B,,,Azim Premji,,58,,India,India,Bangalore,,,,,,
2004,3,59,6.5 B,,,Stefan Quandt,,38,,Germany,Germany,Bad Homburg,,['Manufacturing'],,,,
2004,3,60,6.4 B,,,Serge Dassault & family,,79,,France,France,Paris,,['Manufacturing'],,,,
2004,3,61,6.3 B,,,Shau Kee Lee,,76,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2004,3,62,6.2 B,,,Lakshmi Mittal,,53,,India,United Kingdom,London,,['Manufacturing'],,,,
2004,3,64,6.1 B,,,Maria-Elisabeth &#38; Georg Schaeffler,,0,,Germany,Germany,,,['Manufacturing'],,,,
2004,3,65,6.0 B,,,Mukesh Ambani,,46,,India,India,Bombay,,['Manufacturing'],,,,
2004,3,65,6.0 B,,,Kirk Kerkorian,,86,,United States,United States,Los Angeles,,['Investments'],,,,
2004,3,65,6.0 B,,,Ty Warner,,60,,United States,United States,Chicago,,['Manufacturing'],,,,
2004,3,68,5.9 B,Arison,Micky,Micky Arison,1949-06-29,54,,n/a,United States,Bal Harbour,,['Service'],,,False,Increased
2004,3,68,5.9 B,,,Curt Engelhorn,,77,,Germany,Bermuda,,,['Pharmaceuticals'],,,,
2004,3,70,5.8 B,,,Eli Broad,,70,,United States,United States,Brentwood,,['Manufacturing'],,,,
2004,3,73,5.6 B,,,Mikhail Fridman,,39,,Russia,Russia,Moscow,,['Oil'],,,,
2004,3,73,5.6 B,,,Alain &#38; Gerard Wertheimer,,0,,France,France,Paris,,['Apparel'],,,,
2004,3,75,5.5 B,,,Gordon Moore,,75,,United States,United States,Woodside,,,,,,
2004,3,76,5.4 B,,,Hasso Plattner,,60,,Germany,Germany,Heidelberg,,['Software'],,,,
2004,3,78,5.3 B,,,Johanna Quandt,,76,,Germany,Germany,Bad Homburg,,['Manufacturing'],,,,
2004,3,80,5.2 B,,,Philip Anschutz,,64,,United States,United States,Denver,,,,,,
2004,3,80,5.2 B,,,Antonia Johnson,,60,,Sweden,Sweden,Stockholm,,,,,,
2004,3,82,5.1 B,Bezos,Jeffrey,Jeff Bezos,1964-01-12,40,Male,United States,United States,Seattle,,['Technology'],,,False,Increased
2004,3,84,5.0 B,,,Philip &#38; Cristina Green,,52,,United Kingdom,Monaco,Monaco,,['Retail'],,,,
2004,3,85,4.9 B,,,Michael Bloomberg,,61,,United States,United States,New York,,['Media'],,,,
2004,3,85,4.9 B,,,Eitaro Itoyama,,61,,Japan,Japan,Tokyo,,['Real Estate'],,,,
2004,3,85,4.9 B,,,Edward Johnson,,73,,United States,United States,Boston,,['Finance'],,,,
2004,3,85,4.9 B,,,Vladimir Potanin,,43,,Russia,Russia,Moscow,,,,,,
2004,3,90,4.8 B,,,Mikhail Prokhorov,,38,,Russia,Russia,Moscow,,,,,,
2004,3,91,4.7 B,,,Francois Pinault & family,,67,,France,France,Paris,,,,,,
2004,3,94,4.6 B,Arison,Shari,Shari Arison,1957-09-09,46,Female,Israel,Israel,Tel Aviv,,['Finance'],,,False,Increased
2004,3,94,4.6 B,,,Gustavo Cisneros & family,,58,,Venezuela,Venezuela,Caracas,,['Media'],,,,
2004,3,94,4.6 B,,,Charlene de Carvalho-Heineken,,49,,Netherlands,United Kingdom,London,,['Beverages'],,,,
