year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2002,3,1,52.8 B,Gates,William,Bill Gates,1955-10-28,46,Male,United States,United States,Medina,,['Technology'],,,False,Decreased
2002,3,2,35.0 B,,,Warren Buffett,,71,,United States,United States,Omaha,,['Investments'],,,,
2002,3,4,25.2 B,Allen,Paul,Paul Allen,1953-01-21,49,Male,United States,United States,Mercer Island,,['Technology'],,,False,Decreased
2002,3,5,23.5 B,,,Lawrence Ellison,,57,,United States,United States,Atherton,,['Software'],,,,
2002,3,6,20.8 B,,,Jim Walton,,54,,United States,United States,Bentonville,,['Retail'],,,,
2002,3,8,20.5 B,,,Alice Walton,,53,,United States,United States,Fort Worth,,['Retail'],,,,
2002,3,8,20.5 B,,,S. Robson Walton,,58,,United States,United States,Bentonville,,['Retail'],,,,
2002,3,11,20.0 B,,,Prince Alwaleed Bin Talal Alsaud,,45,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2002,3,12,18.4 B,,,Johanna Quandt,,74,,Germany,Germany,Bad Homburg,,['Manufacturing'],,,,
2002,3,13,14.9 B,,,Liliane Bettencourt,,79,,France,France,Paris,,['Manufacturing'],,,,
2002,3,15,14.8 B,Ballmer,Steven,Steve Ballmer,1956-03-24,45,Male,United States,United States,Hunts Point,,['Technology'],,,False,Decreased
2002,3,16,13.4 B,,,Ingvar Kamprad & family,,75,,Sweden,Switzerland,Lausanne,,['Retail'],,,,
2002,3,17,11.5 B,,,Carlos Slim Helu & family,,62,,Mexico,Mexico,Mexico City,,,,,,
2002,3,18,11.1 B,,,Michael Dell,,37,,United States,United States,Austin,,,,,,
2002,3,19,10.7 B,,,Birgit Rausing & family,,49,,Sweden,United Kingdom,Suffolk,,['Manufacturing'],,,,
2002,3,21,10.1 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,82,Female,United States,United States,Atlanta,,['Media'],,,False,Decreased
2002,3,23,10.0 B,,,Ka-shing Li,,73,,Hong Kong,Hong Kong,Hong Kong,,,,,,
2002,3,24,9.2 B,,,Kwok family,,0,,Hong Kong,Hong Kong,Hong Kong,,['Real Estate'],,,,
2002,3,25,9.1 B,,,Amancio Ortega,,66,,Spain,Spain,La Coruna,,['Apparel'],,,,
2002,3,26,9.0 B,,,Forrest Mars,,70,,United States,United States,McLean,,['Food'],,,,
2002,3,26,9.0 B,,,Jacqueline Mars,,63,,United States,United States,Bedminster,,['Food'],,,,
2002,3,26,9.0 B,,,John Mars,,65,,United States,United States,Arlington,,['Food'],,,,
2002,3,29,8.6 B,,,Abigail Johnson,,40,,United States,United States,Boston,,['Finance'],,,,
2002,3,31,8.4 B,,,Ernesto Bertarelli & family,,36,,Switzerland,Switzerland,Geneva,,['Pharmaceuticals'],,,,
2002,3,32,8.1 B,,,Sumner Redstone,,78,,United States,United States,Newton Centre,,['Media'],,,,
2002,3,33,7.7 B,,,Hans Rausing,,75,,Sweden,United Kingdom,Wadhurst,,['Manufacturing'],,,,
2002,3,35,7.2 B,,,Silvio Berlusconi & family,,65,,Italy,Italy,North of Milan,,,,,,
2002,3,36,7.0 B,,,Bernard Arnault,,53,,France,France,Paris,,,,,,
2002,3,37,6.9 B,,,George Soros,,71,,United States,United States,Bedford,,['Finance'],,,,
2002,3,38,6.7 B,,,Gerald Cavendish Grosvenor & family,,50,,United Kingdom,United Kingdom,Chester,,['Real Estate'],,,,
2002,3,39,6.6 B,,,Leonardo Del Vecchio,,66,,Italy,Italy,Milan,,['Manufacturing'],,,,
2002,3,40,6.5 B,,,Michael Otto & family,,58,,Germany,Germany,Hamburg,,['Retail'],,,,
2002,3,41,6.4 B,,,Azim Premji,,56,,India,India,Bangalore,,,,,,
2002,3,42,6.2 B,Ergen,Charles,Charles Ergen,1953-03-01,49,Male,United States,United States,Denver,,['Media'],,,False,Decreased
2002,3,43,6.1 B,,,Gordon Moore,,73,,United States,United States,Woodside,,,,,,
2002,3,44,5.8 B,,,Kirk Kerkorian,,84,,United States,United States,Los Angeles,,['Investments'],,,,
2002,3,45,5.7 B,Al-Kharafi,Nasser,Nasser Al-Kharafi & family,1943-06-17,58,Male,Kuwait,,,,['Diversified'],,,False,Decreased
2002,3,45,5.7 B,Knight,Philip,Phil Knight,1938-02-24,64,Male,United States,United States,Hillsboro,,['Fashion and Retail'],,,False,Increased
2002,3,45,5.7 B,,,Rupert Murdoch,,71,,United States,United States,New York,,['Media'],,,,
2002,3,48,5.6 B,,,Curt Engelhorn,,75,,Germany,Bermuda,,,['Pharmaceuticals'],,,,
