year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2015,3,1,79.2 B,Gates,Bill,Bill Gates,1955-10-28,59,Male,United States,United States,Medina,Technology,['Technology'],Bill & Melinda Gates Foundation,Cofounder,True,Increased
2015,3,2,77.1 B,Slim Helu,Carlos,Carlos Slim Helu & family,1940-01-28,75,Male,Mexico,Mexico,Mexico City,Telecom,['Telecom'],Am&#233;rica M&#243;vil,Honorary Chairman,True,Increased
2015,3,3,72.7 B,Buffett,Warren,Warren Buffett,1930-08-30,84,Male,United States,United States,Omaha,Investments,['Investments'],Berkshire Hathaway,CEO,True,Increased
2015,3,4,64.5 B,Ortega,Amancio,Amancio Ortega,1936-03-28,78,Male,Spain,Spain,La Coruna,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2015,3,5,54.3 B,Ellison,Larry,Larry Ellison,1944-08-17,70,Male,United States,United States,Woodside,Technology,['Technology'],Oracle,CEO and Founder,True,Increased
2015,3,6,42.9 B,Koch,Charles,Charles Koch,1935-11-01,79,Male,United States,United States,Wichita,Diversified,['Diversified'],Koch Industries,CEO,False,Increased
2015,3,6,42.9 B,Koch,David,David Koch,1940-05-03,74,Male,United States,United States,New York,Diversified,['Diversified'],Koch Industries,Executive Vice President,False,Increased
2015,3,8,41.7 B,Walton,Christy,Christy Walton & family,1955-01-01,60,Female,United States,United States,Jackson,Fashion and Retail,['Fashion and Retail'],Children's Scholarship Fund,Co-Chair,False,Increased
2015,3,9,40.6 B,Walton,Jim,Jim Walton,1948-01-01,67,Male,United States,United States,Bentonville,Fashion and Retail,['Fashion and Retail'],"Arvest Bank Group, Inc.",Chairman and CEO,False,Increased
2015,3,10,40.1 B,Bettencourt,Liliane,Liliane Bettencourt & family,1922-10-21,92,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2015,3,11,39.4 B,Walton,Alice,Alice Walton,1949-10-07,65,Female,United States,United States,Fort Worth,Fashion and Retail,['Fashion and Retail'],Crystal Bridges Museum of American Art,Philanthropist,False,Increased
2015,3,12,39.1 B,Walton,S. Robson,S. Robson Walton,1944-10-27,70,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],Wal-Mart Stores,Chairman,False,Increased
2015,3,13,37.2 B,Arnault,Bernard,Bernard Arnault & family,1949-03-05,65,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],LVMH Moet Hennessy Louis Vuitton,Chairman and CEO,False,Increased
2015,3,14,35.5 B,Bloomberg,Michael,Michael Bloomberg,1942-02-14,73,Male,United States,United States,New York,Media,['Media'],Bloomberg,CEO,True,Increased
2015,3,15,34.8 B,Bezos,Jeff,Jeff Bezos,1964-01-12,51,Male,United States,United States,Seattle,Technology,['Technology'],Amazon.com,Entrepreneur,True,Increased
2015,3,16,33.4 B,Zuckerberg,Mark,Mark Zuckerberg,1984-05-14,30,Male,United States,United States,Palo Alto,Technology,['Technology'],Facebook,Entrepreneur,True,Increased
2015,3,17,33.3 B,Li,Ka-shing,Li Ka-shing,1928-06-13,86,Male,Hong Kong,Hong Kong,Hong Kong,Diversified,['Diversified'],CK Hutchison Holdings,Chairman,True,Increased
2015,3,18,31.4 B,Adelson,Sheldon,Sheldon Adelson,1933-08-04,81,Male,United States,United States,Las Vegas,Gaming,['Gaming'],Las Vegas Sands,Chairman and CEO,True,Decreased
2015,3,19,29.7 B,Page,Larry,Larry Page,1973-03-26,41,Male,United States,United States,Palo Alto,Technology,['Technology'],Google,Entrepreneur,True,Decreased
2015,3,20,29.2 B,Brin,Sergey,Sergey Brin,1973-08-21,41,Male,United States,United States,Los Altos,Technology,['Technology'],Google,"Cofounder, Director Of Special Projects",True,Decreased
2015,3,21,26.9 B,Schaeffler,Georg,Georg Schaeffler,1964-10-19,50,Male,Germany,Germany,Herzogenaurach,Automotive,['Automotive'],,Entrepreneur,False,Increased
2015,3,22,26.6 B,Mars,Forrest,"Forrest Mars, Jr.",1931-08-13,83,Male,United States,United States,Big Horn,Food and Beverage,['Food and Beverage'],,,False,Increased
2015,3,22,26.6 B,Mars,Jacqueline,Jacqueline Mars,1939-10-10,75,Female,United States,United States,The Plains,Food and Beverage,['Food and Beverage'],,,False,Increased
2015,3,22,26.6 B,Mars,John,John Mars,1935-10-15,79,Male,United States,United States,Jackson,Food and Beverage,['Food and Beverage'],,,False,Increased
2015,3,25,25.5 B,Thomson,David,David Thomson & family,1957-06-12,57,Male,Canada,Canada,Toronto,Media & Entertainment,['Media & Entertainment'],Thomson Reuters,Chairman,False,Increased
2015,3,26,25.0 B,Lemann,Jorge Paulo,Jorge Paulo Lemann,1939-08-26,75,Male,Brazil,Switzerland,zurich,Food and Beverage,['Food and Beverage'],,"Investor, Philanthropist",True,Increased
2015,3,27,24.8 B,Lee,Shau Kee,Lee Shau Kee,1928-01-29,87,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2015,3,28,24.5 B,Persson,Stefan,Stefan Persson,1947-10-04,67,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],H&#38;M,Chairman,False,Decreased
2015,3,29,24.2 B,Soros,George,George Soros,1930-08-12,84,Male,United States,United States,Katonah,Investments,['Investments'],Soros Fund Management LLC,Founder,True,Increased
2015,3,29,24.2 B,Wang,Jianlin,Wang Jianlin,1954-10-01,60,Male,China,China,Beijing,Real Estate,['Real Estate'],Dalian Wanda Group,Chairman,True,Increased
2015,3,31,23.5 B,Icahn,Carl,Carl Icahn,1936-02-16,79,Male,United States,United States,New York,Investments,['Investments'],Icahn Capital Management,Founder,True,Decreased
2015,3,32,23.4 B,Fissolo,Maria Franca,Maria Franca Fissolo & family,1935-01-01,97,Female,Italy,Monaco,Monaco,Food and Beverage,['Food and Beverage'],,,False,
2015,3,33,22.7 B,Ma,Jack,Jack Ma,1964-09-10,50,Male,China,China,Hangzhou,Technology,['Technology'],Alibaba Group,Founder and Executive Chairman,True,Increased
2015,3,34,22.6 B,Alsaud,Prince Alwaleed Bin Talal,Prince Alwaleed Bin Talal Alsaud,1955-03-07,59,Male,Saudi Arabia,Saudi Arabia,Riyadh,Finance and Investments,['Finance and Investments'],,,True,Increased
2015,3,35,21.5 B,Ballmer,Steve,Steve Ballmer,1956-03-24,58,Male,United States,United States,Hunts Point,Technology,['Technology'],Microsoft,CEO,True,Increased
2015,3,35,21.5 B,Knight,Phil,Phil Knight,1938-02-24,77,Male,United States,United States,Hillsboro,Fashion and Retail,['Fashion and Retail'],NIKE,Chairman,True,Increased
2015,3,37,21.3 B,Albrecht Jr.,Beate Heister & Karl,Beate Heister & Karl Albrecht Jr.,,,,Germany,,,Fashion & Retail,['Fashion & Retail'],,,False,
2015,3,38,21.1 B,Li,Hejun,Li Hejun,1967-08-13,47,Male,China,China,Beijing,Energy,['Energy'],,,True,Increased
2015,3,39,21.0 B,Ambani,Mukesh,Mukesh Ambani,1957-04-19,57,Male,India,India,Mumbai,Energy,['Energy'],Reliance Industries,Chairman,False,Increased
2015,3,40,20.4 B,Del Vecchio,Leonardo,Leonardo Del Vecchio & family,1935-05-22,79,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2015,3,41,20.2 B,Blavatnik,Len,Len Blavatnik,1957-06-01,57,Male,United States,United Kingdom,London,Energy,['Energy'],,,True,Increased
2015,3,41,20.2 B,Yanai,Tadashi,Tadashi Yanai & family,1949-02-07,66,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2015,3,43,20.1 B,Ergen,Charles,Charles Ergen,1953-03-01,62,Male,United States,United States,Denver,Media,['Media'],DISH Network,Founder and Chairman,True,Increased
2015,3,44,20.0 B,Shanghvi,Dilip,Dilip Shanghvi,1955-10-01,59,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,True,Increased
2015,3,45,19.5 B,Powell Jobs,Laurene,Laurene Powell Jobs & family,1963-11-06,51,Female,United States,United States,Palo Alto,Technology,['Technology'],Emerson Collective,"Investor, Philanthropist",False,Increased
2015,3,46,19.4 B,Schwarz,Dieter,Dieter Schwarz,1939-09-24,75,Male,Germany,Germany,Neckarsulm,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2015,3,47,19.2 B,Dell,Michael,Michael Dell,1965-02-23,50,Male,United States,United States,Austin,Technology,['Technology'],Dell,Chairman and CEO,True,Increased
2015,3,48,19.1 B,Premji,Azim,Azim Premji,1945-07-24,69,Male,India,India,Bangalore,Technology,['Technology'],Wipro Limited (ADR),Chairman,False,Increased
2015,3,49,19.0 B,Albrecht,Theo,"Theo Albrecht, Jr. & family",1951-01-01,64,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2015,3,50,18.1 B,Otto,Michael,Michael Otto & family,1943-04-12,71,Male,Germany,Germany,Hamburg,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2015,3,51,17.5 B,Allen,Paul,Paul Allen,1953-01-21,62,Male,United States,United States,Mercer Island,Technology,['Technology'],,,True,Increased
2015,3,52,17.3 B,Safra,Joseph,Joseph Safra,1939-01-01,76,Male,Brazil,Brazil,Sao Paulo,Finance and Investments,['Finance and Investments'],,,True,Increased
2015,3,53,17.0 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,95,Female,United States,United States,Atlanta,Media,['Media'],,,False,Increased
2015,3,54,16.8 B,Klatten,Susanne,Susanne Klatten,1962-04-28,52,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],,,False,Decreased
2015,3,55,16.3 B,Mistry,Pallonji,Pallonji Mistry,1929-06-01,85,Male,Ireland,India,Mumbai,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2015,3,56,16.1 B,Ma,Huateng,Ma Huateng,1971-10-01,43,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Chairman and CEO,True,Increased
2015,3,57,16.0 B,Drahi,Patrick,Patrick Drahi,1963-08-20,51,Male,France,Switzerland,Zermatt,Telecom,['Telecom'],,,True,Increased
2015,3,58,15.9 B,Kwok,Thomas & Raymond,Thomas & Raymond Kwok,,,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Increased
2015,3,59,15.6 B,Quandt,Stefan,Stefan Quandt,1966-05-09,48,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],,,False,Increased
2015,3,60,15.4 B,Dalio,Ray,Ray Dalio,1949-08-01,65,Male,United States,United States,Greenwich,Investments,['Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,True,Increased
2015,3,60,15.4 B,Potanin,Vladimir,Vladimir Potanin,1961-01-03,54,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Increased
2015,3,62,15.3 B,Dassault,Serge,Serge Dassault & family,1925-04-04,89,Male,France,France,Paris,Diversified,['Diversified'],,,False,Increased
